blank,ActiveFlag,Attack_Speed,Basic_Attack_Damage,ChildItemId,Cooldown_Reduction,Critical_Strike_Chance,Crowd_Control_Reduction,Damage_Reduction,Description,DeviceName,Glyph,HP5,HP5_and_MP5,Health,IconId,ItemId,ItemTier,MP5,Magical_Lifesteal,Magical_Penetration,Magical_Power,Magical_Protections,Mana,Maximum_Health,Movement_Speed,Penetration,Physical_Critical,Physical_Lifesteal,Physical_Penetration,Physical_Power,Physical_Protection,Price,Protections,RestrictedRoles,RootItemId,SecondaryDescription,ShortDesc,StartingItem,Type,Unlocks_at_level_10,itemIcon_URL,ret_msg
0,y,+20%,0,7574,0,0,0,0,This item causes the owner's Basic Attacks to deal a percentage of the target's Health as additional damage.,Qin's Sais,n,0,0,0,2802,7593,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1350,0,no restrictions,7573,"PASSIVE - On Basic Attack hits, deal Physical Damage equal to 3% of the target's maximum Health. If the target has over 2000 Health, the bonus damage scales up. This effect reaches a maximum of 5% of the targets Maximum Health at 2750 Health.",Bonus damage based on target's maximum Health,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/qins-sais.jpg,
0,y,+25%,0,7574,0,0,0,0,This item gives increased Physical Lifesteal when at low Health.,Asi,n,0,0,0,2526,17090,3,0,0,0,0,0,0,0,0,0,0,+15%,15,25,0,1300,0,no restrictions,7573,"PASSIVE - While below 35% Health, you gain an additional 30% Physical Lifesteal for 5 seconds.  Can only occur once every 15 seconds.",Gain Physical Lifesteal when at low Health,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/asi.jpg,
0,y,0,0,0,0,0,0,0,Magical Power and Magical Lifesteal.,Tiny Trinket,n,0,0,0,2829,7610,1,0,+6%,0,20,0,0,0,0,0,0,0,0,0,0,550,0,no restrictions,7610,,Magical Power and Magical Lifesteal.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/tiny-trinket.jpg,
0,y,0,0,7610,0,0,0,0,,Enchanted Trinket,n,0,0,100,2827,7609,2,0,+12%,0,30,0,0,0,0,0,0,0,0,0,0,550,0,no restrictions,7610,,Magical Power and Magical Lifesteal.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/enchanted-trinket.jpg,
0,y,0,0,7610,0,0,0,0,,Talon Trinket,n,0,0,0,2828,8574,2,0,+8%,0,60,0,100,0,0,0,0,0,0,0,0,850,0,no restrictions,7610,,Magical Power and Magical Lifesteal.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/talon-trinket.jpg,
0,y,0,0,7609,0,0,0,0,This item gives the owner an aura of Lifesteal and Power.,Pythagorem's Piece,n,0,0,200,2825,7534,3,0,+12%,+10%,40,0,0,0,0,0,0,0,0,0,0,1200,0,no restrictions,7610,AURA - Allied gods within 70 units have their Magical Lifesteal increased by 12% and their Magical Power increased by 30 or their Physical Lifesteal increased by 10% and their Physical Power increased by 20.,Power and Lifesteal Aura,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/pythagorems-piece.jpg,
0,y,0,0,8574,0,0,0,0,This item gives the owner additional Magical Power and Lifesteal based on the percentage of the owner's missing Health.,Bancroft's Talon,n,0,0,0,2826,8551,3,0,+15%,0,100,0,150,0,0,0,0,0,0,0,0,1100,0,no restrictions,7610,PASSIVE - You gain additional Magical Power and Lifesteal scaled from missing Health. This caps at 100 power and 20% Lifesteal at 25% Health.,Gain Magical Power as Health is lost,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/bancrofts-talon.jpg,
0,y,0,0,8574,0,0,0,0,,Typhon's Fang,n,0,0,0,6639,15579,3,0,+15%,+10%,70,0,200,0,0,0,0,0,0,0,0,1400,0,no restrictions,7610,PASSIVE - Your Healing obtained from Magical Lifesteal is increased by 25%. Your Magical power is increased by twice the amount of Magical Lifesteal you have.,Increased Healing from Magical Lifesteal,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/typhons-fang.jpg,
0,y,0,0,7609,+10%,0,0,0,Consume stacks to deal bonus damage.,Soul Gem,n,0,0,150,6633,15582,3,0,+12%,0,80,0,0,0,0,0,0,0,0,0,0,1200,0,no restrictions,7610,"PASSIVE - On successful hit of an Ability you gain 1 stack. At 4 Stacks your next Ability that damages an enemy God will deal bonus damage equal to 25% of your Magical power to each God hit, and will heal yourself and allies within 20 units for 30% of your Magical Power and will consume the 4 stacks.",Build stacks to get bonus damage and healing,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/soul-gem.jpg,
0,y,0,0,0,0,0,0,0,This consumable heals you over time.,Healing Potion,n,0,0,0,2929,7621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,no restrictions,7621,This consumable heals 250 Health over 25 seconds.,Restores Health over time.,0,Consumable,0,https://webcdn.hirezstudios.com/smite/item-icons/healing-potion.jpg,
0,y,0,0,0,0,0,0,0,This consumable heals Mana over time.,Mana Potion,n,0,0,0,2930,7622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,no restrictions,7622,This consumable heals 150 Mana over 25 seconds.,Restores Mana over time.,0,Consumable,0,https://webcdn.hirezstudios.com/smite/item-icons/mana-potion.jpg,
0,y,0,0,0,0,0,0,0,This is a ward that allows you to see normal enemy movements.,Ward,n,0,0,0,1992,7668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,no restrictions,7668,This is a ward that allows you to see normal enemy movements with 45 units. It does respect line of sight and can't see through walls or stealth. It remains for 3 minutes or until killed.,Detects enemies within an area.,0,Consumable,0,https://webcdn.hirezstudios.com/smite/item-icons/ward.jpg,
0,y,0,0,0,0,0,0,0,This consumable increases your Magical and Physical Power.,Elixir of Power,n,0,0,0,2064,7803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,no restrictions,7803,"This consumable increases your Magical and Physical Power by 25%, increases damage done to Structures by 25%, and grants 10% Penetration for 6 minutes. This effect persists through death.",Provides a Power buff.,0,Consumable,0,https://webcdn.hirezstudios.com/smite/item-icons/elixir-of-power.jpg,
0,y,0,0,0,0,0,0,0,This consumable increases your Magical and Physical Protections.,Elixir of Defense,n,0,0,0,2065,7804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,no restrictions,7804,"This consumable provides 50 Magical and Physical Protection, 10% Damage Mitigation, 20% Crowd Control Reduction, and decreases damage taken from Structures by 25% for 6 minutes. This effect persists through death.",Provides a Defense buff.,0,Consumable,0,https://webcdn.hirezstudios.com/smite/item-icons/elixir-of-defense.jpg,
0,y,0,0,0,0,0,0,0,Physical Power and Penetration.,Mace,n,0,0,0,2890,7827,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,650,0,no restrictions,7827,,Physical Power and Penetration.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/mace.jpg,
0,y,0,0,7827,0,0,0,0,This item grants the owner physical penetration.,Warrior's Bane,n,0,0,0,2888,7522,2,0,0,0,0,0,0,0,0,0,0,0,+10%,20,0,850,0,no restrictions,7827,,Physical Power and Penetration,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/warriors-bane.jpg,
0,y,0,0,7827,0,0,0,0,,Heavy Mace,n,0,0,0,2889,7828,2,0,0,0,0,0,0,0,0,0,0,0,5,25,0,800,0,no restrictions,7827,,Physical Power and Penetration.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/heavy-mace.jpg,
0,y,0,0,7522,0,0,0,0,,Titan's Bane,n,0,0,0,2885,7523,3,0,0,0,0,0,0,0,0,0,0,0,+20%,45,0,1050,0,no restrictions,7827,PASSIVE - Your first ability cast gains 20% Physical Penetration. This can only occur once every 8 seconds.,Bonus Physical Penetration on abilities,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/titans-bane.jpg,
0,y,0,0,7828,0,0,0,0,This item causes your Basic Attacks to reduce the healing of your target.,Brawler's Beat Stick,n,0,0,0,2585,7829,3,0,0,0,0,0,0,0,0,0,0,0,15,50,0,900,0,no restrictions,7827,PASSIVE - Enemies hit by your Abilities have 40% reduced healing for 6 seconds.,Ability Damage reduces enemy healing.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/brawlers-beat-stick.jpg,
0,y,0,0,7828,+20%,0,0,0,This item gives the owner reduced cooldown on their abilities.,Jotunn's Wrath,n,0,0,0,10338,7904,3,0,0,0,0,0,150,0,0,0,0,0,10,40,0,750,0,no restrictions,7827,,Cooldown Reduction and Physical Penetration,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/jotunns-wrath.jpg,
0,y,+10%,0,7828,0,0,0,0,This item grants the owner Physical Penetration.,The Crusher,n,0,0,0,3489,11111,3,0,0,0,0,0,0,0,0,0,0,0,15,40,0,950,0,no restrictions,7827,PASSIVE - Enemies hit by your damaging Abilities take an additional 20 Physical Damage + 15% of your Physical Power over 2s.,Bonus damage on Abilities,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/the-crusher.jpg,
0,y,0,0,7904,+20%,0,0,0,.This item gives the owner reduced cooldown on their abilities.,Jotunn's Ferocity,n,0,0,0,10339,21506,4,0,0,0,0,0,150,0,0,0,0,0,10,40,0,600,0,no restrictions,7828,"GLYPH - Your next basic attack marks an enemy god for 8s. If you hit the marked enemy or the marked enemy hits you with a basic attack or ability, gain 1 stack. Each stack provides 2% increased damage towards the marked enemy, stacking up to 10 times. This effect can only occur every 30s.",Mark an enemy god to deal more damage,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/jotunns-ferocity.jpg,
0,y,0,0,7904,+20%,0,0,0,This item gives the owner reduced cooldown on their abilities.,Jotunn's Vigor,n,0,0,0,10342,21507,4,0,0,0,0,0,150,0,0,0,0,0,10,40,0,600,0,no restrictions,7828,"GLYPH - If you drop beneath 40% health, gain 10% Movement Speed and 30% Physical Ability Lifesteal for 5s. This effect may only occur once every 15s.",Gain Ability Lifesteal and Movement Speed when at low health,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/jotunns-vigor.jpg,
0,y,0,0,0,0,0,0,0,Physical Power and Mana.,Morningstar,n,0,0,0,2946,7922,1,5,0,0,0,0,0,0,0,0,0,0,0,10,0,600,0,no restrictions,7922,,Physical Power and Mana,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/morningstar.jpg,
0,y,0,0,7922,0,0,0,0,,Charged Morningstar,n,0,0,0,2948,8560,2,7,0,0,0,0,150,0,0,0,0,0,0,20,0,600,0,no restrictions,7922,,Physical Power and Mana.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/charged-morningstar.jpg,
0,y,0,0,7922,+5%,0,0,0,,Hydra's Star,n,0,0,0,2950,8568,2,7,0,0,0,0,0,0,0,0,0,0,0,20,0,600,0,no restrictions,7922,"PASSIVE - For 8 seconds after using an ability, your next basic attack will deal an additional 10% damage. The effect can only occur every 3 seconds.",Using abilities gives your next Basic Attack bonus damage based on Physical Power.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/hydras-star.jpg,
0,y,0,0,8560,0,0,0,0,This item gives the owner additional Mana on kills and converts your Mana to additional Physical Power.,Transcendence,n,0,0,0,6651,8547,3,10,0,0,0,0,300,0,0,0,0,0,0,40,0,1400,0,no restrictions,7922,"PASSIVE - You permanently gain 15 Mana per Stack, and receive 5 Stacks for a god kill, and 1 Stack for a minion kill (max. 50 stacks). 3% of your Mana is converted to Physical Power. At 50 stacks this item Evolves, gaining 10% Cooldown Reduction.",Gain Stacks of Mana from kills and converts Mana to Physical Power,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/transcendence.jpg,
0,y,0,0,8568,+10%,0,0,0,This item gives the owner bonus damage on the next Basic Attack after using an ability.,Hydra's Lament,n,0,0,0,2263,8550,3,10,0,0,0,0,0,0,0,0,0,0,+10%,40,0,1100,0,no restrictions,7922,"PASSIVE - For 8s after using an ability, your next Basic Attack will deal an additional 35% damage. Abilities that function like basic attacks do not benefit from this.
PASSIVE - This item grants 2.5 MP5 per 10% of your missing Mana.",Using abilities gives your next Basic Attack bonus damage based on Physical Power,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/hydras-lament.jpg,
0,y,0,0,8560,0,0,0,0,Your abilities deal bonus damage based on targets health.,Heartseeker,n,0,0,0,3487,12680,3,20,0,0,0,0,200,0,0,0,0,0,+10%,65,0,1700,0,no restrictions,7922,"PASSIVE - Your abilities deal an additional 3% of the targets maximum Health as Physical Damage. If you have over 200 Physical Power, your ability bonus damage scales up. This effect reaches a maximum of 6% Maximum Health damage at 400 Physical Power. Subsequent hits on the same target do 75% bonus damage for the next 3s.",Abilities deal bonus health-based damage,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/heartseeker.jpg,
0,y,0,0,8560,0,0,0,0,Bonus Basic Attack Penetration,Dominance,n,0,0,0,9238,19924,3,20,0,0,0,0,200,0,0,0,0,0,+10%,55,0,1300,0,no restrictions,7922,PASSIVE - Your Basic Attacks benefit from an additional 15% Physical Penetration.,Physical and Basic Attack Penetration,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/dominance.jpg,
0,n,0,0,0,0,0,0,0,This starting item is for Magical users and gives them a chance to gain Health and Mana.,Vampiric Shroud,n,0,0,100,5087,8247,1,0,0,0,20,0,0,0,0,0,0,0,0,0,10,800,0,no restrictions,8247,PASSIVE - Damaging any enemies with an ability gives you bonus 6 health and 3 mana. Can only trigger once per target per ability.,Starter item for Mages that provides sustain,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/vampiric-shroud.jpg,
0,n,0,0,0,0,0,0,0,This item gives the owner additional Health every time they hit with a Basic Attack.,Death's Toll,n,0,0,100,2202,8268,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,800,0,no restrictions,8268,PASSIVE - Hitting an enemy with a Basic Attack restores 8 Health and 4 Mana. Basic Attacks that hit all enemies in melee range restore 4 Health and 2 Mana on every enemy after the first.,Basic Attacks restore Health and Mana.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/deaths-toll.jpg,
0,n,0,0,0,0,0,0,0,This starter item increases durability.,Mark of the Vanguard,n,0,0,100,2260,8538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,800,0,no restrictions,8538,PASSIVE - All damage taken is reduced by 4.,Defensive starter item.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/mark-of-the-vanguard.jpg,
0,y,0,0,8547,+10%,0,0,0,This item gives the owner additional Mana on kills and converts your Mana to additional Physical Power.,Evolved Transcendence,n,0,0,0,6638,15767,4,10,0,0,0,0,1050,0,0,0,0,0,0,40,0,1,0,no restrictions,8560,PASSIVE - 3% of your Mana is converted to Physical Power.,Mana is converted to Physical Power,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/evolved-transcendence.jpg,
0,y,0,0,0,0,0,0,0,This is a ward that allows you to see enemy movements.,Sentry Ward,n,0,0,0,1993,9005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,no restrictions,9005,This is a ward that allows you to see enemy movements and other wards within 45 units. It does respect line of sight and can't see through walls or stealth. It remains for 3 minutes or until killed. Can only carry one at a time.,Sees enemy movements and wards.,0,Consumable,0,https://webcdn.hirezstudios.com/smite/item-icons/sentry-ward.jpg,
0,n,0,0,0,0,0,0,0,,Watcher's Gift,n,0,0,100,2422,9089,1,5,0,0,0,5,0,0,0,0,0,0,0,0,5,800,0,no restrictions,9089,"PASSIVE - Being within assist range of a minion or jungle camp monster death without dealing the killing blow awards 5 bonus gold, and also restores +12 Health and +10 Mana. ","Bonus Gold, Health, and Mana on minion assist.",0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/watchers-gift.jpg,
0,n,0,0,0,0,0,0,0,Increase Speed.,Boots,n,0,0,0,2686,9624,1,0,0,0,0,0,0,0,+6%,0,0,0,0,0,0,500,0,no restrictions,9624,,Increases Movement Speed.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/boots.jpg,
0,n,0,0,9624,0,0,0,0,"Increase speed, damage, and attack speed.",Combat Boots,n,0,0,0,2687,9625,2,0,0,0,0,0,0,0,+12%,0,0,0,0,10,0,400,0,no restrictions,9624,,Increases speed and damage.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/combat-boots.jpg,
0,n,0,0,9625,0,0,0,0,These boots give the owner high Physical Power.,Warrior Tabi,n,0,0,0,2692,9626,3,0,0,0,0,0,100,0,+18%,0,0,0,0,40,0,700,0,no restrictions,9624,,Increases Movement Speed and Physical Power.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/warrior-tabi.jpg,
0,n,+25%,0,9625,0,0,0,0,These boots give the owner Attack Speed.,Ninja Tabi,n,0,0,0,2690,9627,3,0,0,0,0,0,100,0,+18%,0,0,0,0,20,0,650,0,no restrictions,9624,,Increases Movement Speed and Attack Speed.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/ninja-tabi.jpg,
0,n,0,0,9625,0,0,+10%,0,These boots grant the owner Crowd Control Reduction.,Reinforced Greaves,n,0,0,150,2691,9629,3,0,0,0,0,0,0,0,+18%,0,0,0,0,10,0,650,0,no restrictions,9624,"PASSIVE - Every time you are damaged by a god you gain a stack that provides 3 Physical and Magical Protections. Stacks up to 7 times, Lasts 6s",Provides Movement Speed and Crowd Control Reduction,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/reinforced-greaves.jpg,
0,n,0,0,9625,0,0,0,0,These boots grant bonus speed while out of combat.,Talaria Boots,n,0,0,0,3495,9630,3,15,0,0,0,0,0,0,+22%,0,0,0,0,15,0,700,0,no restrictions,9624,PASSIVE - You gain +20% additional Movement Speed after leaving the Fountain. This effect lasts 7s.,Bonus movement speed while leaving the Fountain,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/talaria-boots.jpg,
0,n,0,0,0,0,0,0,0,Increases Movement Speed.,Shoes,n,0,0,0,2682,9631,1,0,0,0,0,0,0,0,+6%,0,0,0,0,0,0,500,0,no restrictions,9631,,Increases Movement Speed.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/shoes.jpg,
0,n,0,0,9631,0,0,0,0,Increase Speed and Magic Power.,Magic Shoes,n,0,0,0,2683,9632,2,0,0,0,20,0,0,0,+12%,0,0,0,0,0,0,400,0,no restrictions,9631,,Increase Speed and Magic Power.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/magic-shoes.jpg,
0,n,0,0,9632,0,0,0,0,These shoes grant magical power.,Shoes of the Magi,n,0,0,0,2685,9633,3,0,+8%,0,75,0,100,0,+18%,0,0,0,0,0,0,650,0,no restrictions,9631,,Movement Speed and Magical Power,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/shoes-of-the-magi.jpg,
0,n,0,0,9632,+10%,0,0,0,These shoes grant the owner reduced cooldowns on their abilities.,Shoes of Focus,n,0,0,0,2684,9634,3,0,0,0,55,0,250,0,+18%,0,0,0,0,0,0,700,0,no restrictions,9631,,Movement Speed and Cooldown Reduction,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/shoes-of-focus.jpg,
0,n,0,0,9632,0,0,+10%,0,These boots grant the owner Crowd Control Reduction.,Reinforced Shoes,n,0,0,150,2681,9636,3,0,0,0,20,0,0,0,+18%,0,0,0,0,0,0,650,0,no restrictions,9631,"PASSIVE - Every time you are damaged by a god you gain a stack that provides 3 Physical and Magical Protections. Stacks up to 7 times, Lasts 6s",Provides Movement Speed and Crowd Control Reduction,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/reinforced-shoes.jpg,
0,n,0,0,9632,0,0,0,0,These boots grant the owner bonus speed out of combat.,Traveler's Shoes,n,0,0,0,3497,9637,3,15,0,0,25,0,0,0,+22%,0,0,0,0,0,0,700,0,no restrictions,9631,PASSIVE - You gain +20% additional Movement Speed after leaving the Fountain. This effect lasts 7s.,Bonus movement speed while leaving the Fountain,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/travelers-shoes.jpg,
0,y,0,0,0,0,0,0,0,This consumable heals and restores Mana over time.,Multi Potion,n,0,0,0,2931,9804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,no restrictions,9804,This consumable heals 125 Health and 75 Mana over 25 seconds.,Restores Health and Mana over time.,0,Consumable,0,https://webcdn.hirezstudios.com/smite/item-icons/multi-potion.jpg,
0,y,0,0,0,0,0,0,0,Physical Power and Critical Chance.,Hidden Dagger,n,0,0,0,2856,9812,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,700,0,no restrictions,9812,,Physical Power and Critical Chance.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/hidden-dagger.jpg,
0,y,0,0,9812,0,0,0,0,,Short Sword,n,0,0,0,2854,9813,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,650,0,no restrictions,9812,,Physical Power and Critical Chance.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/short-sword.jpg,
0,y,0,0,9813,0,+30%,0,0,This item gives the owner increased Critical Strike Chance and damage.,Deathbringer,n,0,0,0,10326,7545,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1550,0,no restrictions,9812,PASSIVE - Critical Strike bonus damage dealt is increased by 30%.,Critical Strike damage increased,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/deathbringer.jpg,
0,y,0,0,9813,0,+30%,0,0,This item increases Critical Strike Chance after a kill or assist.,Rage,n,0,0,0,2256,8546,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1150,0,no restrictions,9812,PASSIVE - Killing or getting an assist on an enemy god gives you 1 stack. Each stack provides 3% Critical Strike Chance. Stacks are permanent and stack up to 5 times.  ,Earn Critical Strike Chance stacks from kills or assists,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/rage.jpg,
0,n,0,0,9813,+10%,+25%,0,0,This item increases your Critical Strike Chance. Critical Strikes empower your abilities.,Malice,n,0,0,0,2852,9405,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1300,0,no restrictions,9812,"PASSIVE - Successfully Hitting an Enemy God with a Critical Strike will subtract 3s from all of your abilities currently on Cooldown, except your Ultimate ability. This effect can only happen once every 5s.",Critical Strikes reduce ability cooldowns,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/malice.jpg,
0,y,0,0,8546,0,+45%,0,0,This item increases Critical Strike Chance after a kill or assist.,Evolved Rage,n,0,0,0,5455,14855,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,no restrictions,9813,,Earn Critical Strike Chance stacks from kills or assists,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/evolved-rage.jpg,
0,y,0,0,7545,0,+30%,0,0,This item gives the owner increased Critical Strike Chance and damage.,Malicious Deathbringer,n,0,0,0,10327,21500,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,600,0,no restrictions,9813,"PASSIVE - Critical Strike bonus damage dealt is increased by 30%. <n>GLYPH - Successfully hitting an Enemy God with a Critical Strike will subtract 1s from all of your abilities currently on cooldown, except your ultimate ability.",Critical strikes reduce ability cooldowns,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/malicious-deathbringer.jpg,
